truck_id,cargo_id,origin,destination,distance_km,truck_type,total_capacity_tons,available_capacity_tons,cargo_type,cargo_weight_tons,truck_departure_hour,cargo_pickup_hour,time_gap_hours,route_similarity,capacity_fit,driver_rating,on_time_rate,cancel_rate,route_deviation_rate,price_per_km_ton,quoted_price_inr,successful_match
T10317,C20317,Hyderabad,Bengaluru,570,LCV,2.06,0.34,E-commerce Parcels,0.21,11,13,1.14,0.878,1.0,4.5,0.882,0.009,0.064,0.85,243,1
T10318,C20318,Mumbai,Delhi,1400,40FT,22.59,11.13,Textiles,0.73,3,0,2.9,0.856,1.0,4.05,0.659,0.015,0.002,1.12,1152,1
T10319,C20319,Hyderabad,Chennai,630,20FT,7.88,3.24,Auto Parts,0.7,6,4,3.29,0.815,1.0,4.47,0.776,0.053,0.058,0.51,224,1
T10320,C20320,Chennai,Hyderabad,630,17FT,6.42,3.82,Electronics,3.98,6,4,2.55,0.894,0.96,3.87,0.87,0.126,0.051,0.83,2079,1
T10321,C20321,Mumbai,Pune,150,32FT,15.68,2.71,Furniture,2.48,19,12,6.44,0.911,1.0,4.26,0.774,0.031,0.05,1.08,401,1
T10322,C20322,Mumbai,Delhi,1400,40FT,22.46,2.9,Furniture,2.96,3,3,1.18,0.934,0.981,4.83,0.757,0.021,0.031,0.82,3380,0
T10323,C20323,Bengaluru,Hyderabad,570,Tata 407,3.74,1.96,Furniture,1.76,3,0,3.15,0.867,1.0,3.78,0.821,0.088,0.034,1.0,1006,0
T10324,C20324,Delhi,Lucknow,550,20FT,8.31,2.33,Auto Parts,1.23,15,12,2.43,1.0,1.0,3.33,0.941,0.149,0.003,0.94,637,0
T10325,C20325,Delhi,Bengaluru,2150,17FT,6.07,1.44,Industrial Goods,0.79,15,16,0.0,0.774,1.0,4.61,0.716,0.111,0.06,0.87,1471,1
T10326,C20326,Mumbai,Delhi,1400,20FT,9.32,6.66,E-commerce Parcels,7.02,3,1,0.58,0.919,0.949,4.87,0.995,0.051,0.004,1.14,11179,1
T10327,C20327,Kolkata,Delhi,1500,Tata 407,3.94,0.78,Auto Parts,0.77,21,20,1.13,0.885,1.0,3.75,0.865,0.036,0.042,1.13,1315,1
T10328,C20328,Bengaluru,Chennai,350,20FT,8.16,6.01,Auto Parts,5.86,16,13,2.73,0.867,1.0,4.62,0.982,0.012,0.023,0.97,1981,0
T10329,C20329,Bengaluru,Mumbai,980,32FT,14.97,9.04,Auto Parts,2.79,4,3,0.48,0.907,1.0,4.21,0.915,0.145,0.037,0.6,1640,1
T10330,C20330,Mumbai,Bengaluru,980,LCV,2.99,1.64,E-commerce Parcels,0.95,16,18,2.2,0.883,1.0,3.82,0.995,0.015,0.022,0.85,789,1
T10331,C20331,Hyderabad,Chennai,630,Tata 407,3.85,1.0,E-commerce Parcels,0.32,6,9,3.5,0.896,1.0,4.75,0.71,0.044,0.015,1.19,376,0
T10332,C20332,Pune,Mumbai,150,40FT,19.18,7.9,Auto Parts,5.14,15,18,2.73,0.986,1.0,4.37,0.901,0.006,0.04,1.25,963,1
T10333,C20333,Delhi,Kolkata,1500,32FT,14.54,7.01,Textiles,5.48,23,21,1.93,0.934,1.0,4.3,0.778,0.017,0.144,1.03,8476,0
T10334,C20334,Pune,Mumbai,150,Tata 407,3.27,0.77,Pharma,0.58,9,8,0.12,0.9,1.0,4.24,0.909,0.014,0.062,0.98,85,1
T10335,C20335,Bengaluru,Hyderabad,570,Tata 407,3.24,1.58,Textiles,0.93,23,23,0.0,0.929,1.0,4.48,0.907,0.073,0.03,1.17,618,1
T10336,C20336,Mumbai,Delhi,1400,40FT,20.46,6.89,E-commerce Parcels,3.2,4,9,3.97,0.898,1.0,4.55,0.995,0.012,0.021,0.45,2031,1
T10337,C20337,Bengaluru,Delhi,2150,17FT,6.21,1.61,Auto Parts,1.14,9,7,1.14,0.99,1.0,2.8,0.937,0.013,0.062,0.8,1948,1
T10338,C20338,Pune,Mumbai,150,40FT,21.21,13.31,Furniture,1.09,2,4,2.67,1.0,1.0,4.57,0.847,0.022,0.02,1.31,215,1
T10339,C20339,Chennai,Hyderabad,630,LCV,2.96,1.17,Electronics,0.43,7,5,2.03,0.961,1.0,4.41,0.838,0.008,0.026,1.05,330,1
T10340,C20340,Delhi,Bengaluru,2150,17FT,5.27,1.33,Pharma,0.44,14,13,0.4,0.967,1.0,4.46,0.973,0.071,0.06,0.89,961,1
T10341,C20341,Delhi,Lucknow,550,20FT,8.62,3.94,Industrial Goods,3.39,22,21,0.07,0.993,1.0,4.73,0.953,0.082,0.012,0.74,1388,1
T10342,C20342,Kolkata,Delhi,1500,32FT,14.49,7.09,Pharma,1.62,16,16,0.0,0.936,1.0,4.54,0.823,0.022,0.003,1.01,2452,1
T10343,C20343,Mumbai,Pune,150,32FT,16.01,4.15,Electronics,2.22,6,8,2.63,0.971,1.0,4.12,0.799,0.061,0.097,0.82,272,1
T10344,C20344,Bengaluru,Delhi,2150,32FT,14.01,8.53,E-commerce Parcels,5.62,19,18,1.59,0.899,1.0,4.48,0.863,0.018,0.056,0.75,9013,1
T10345,C20345,Bengaluru,Chennai,350,17FT,7.92,2.03,E-commerce Parcels,2.16,18,12,6.61,0.979,0.938,4.74,0.841,0.102,0.04,0.79,597,1
T10346,C20346,Delhi,Kolkata,1500,LCV,3.28,2.05,Industrial Goods,1.02,6,14,7.82,0.807,1.0,4.58,0.984,0.009,0.056,1.04,1595,0
T10347,C20347,Bengaluru,Delhi,2150,Tata 407,4.18,0.7,Furniture,0.25,2,6,4.01,0.998,1.0,3.6,0.892,0.153,0.036,1.32,1420,0
T10348,C20348,Ahmedabad,Jaipur,670,17FT,7.42,3.31,Electronics,0.92,6,6,0.0,0.896,1.0,4.33,0.847,0.071,0.009,0.81,504,0
T10349,C20349,Jaipur,Ahmedabad,670,20FT,7.87,3.81,Auto Parts,2.53,20,18,3.21,0.964,1.0,4.67,0.995,0.03,0.045,0.63,1074,1
T10350,C20350,Delhi,Jaipur,280,40FT,20.61,4.64,Pharma,1.25,5,4,0.42,0.918,1.0,4.0,0.968,0.087,0.003,0.9,316,0
T10351,C20351,Mumbai,Delhi,1400,20FT,7.83,4.52,Pharma,1.11,21,23,2.21,1.0,1.0,4.3,0.995,0.044,0.044,0.75,1161,1
T10352,C20352,Mumbai,Delhi,1400,20FT,7.88,5.82,Textiles,2.31,16,13,3.51,0.918,1.0,3.9,0.736,0.04,0.024,0.95,3062,1
T10353,C20353,Pune,Mumbai,150,Tata 407,4.56,2.72,FMCG,0.97,4,4,0.0,0.924,1.0,4.43,0.678,0.042,0.043,1.07,155,1
T10354,C20354,Chennai,Hyderabad,630,Tata 407,4.24,0.87,FMCG,0.29,8,8,0.0,0.944,1.0,4.78,0.868,0.03,0.025,0.78,247,1
T10355,C20355,Delhi,Lucknow,550,32FT,16.07,5.02,Textiles,1.09,12,9,3.73,0.945,1.0,3.69,0.995,0.024,0.015,1.0,599,0
T10356,C20356,Lucknow,Delhi,550,32FT,14.21,6.01,Industrial Goods,1.63,13,11,1.35,0.838,1.0,4.07,0.728,0.021,0.02,0.91,819,1
T10357,C20357,Kolkata,Bhubaneswar,440,20FT,8.16,2.36,FMCG,0.83,19,20,0.0,0.986,1.0,3.69,0.801,0.012,0.056,1.01,369,1
T10358,C20358,Mumbai,Bengaluru,980,LCV,3.37,0.38,Industrial Goods,0.32,2,0,1.97,0.82,1.0,3.89,0.876,0.006,0.023,0.74,363,1
T10359,C20359,Bhubaneswar,Kolkata,440,20FT,8.28,0.83,Textiles,0.65,6,8,2.37,1.0,1.0,3.76,0.995,0.03,0.005,0.8,229,0
T10360,C20360,Delhi,Kolkata,1500,Tata 407,4.46,2.66,Electronics,2.22,14,16,2.44,0.973,1.0,4.14,0.753,0.019,0.011,0.87,2910,1
T10361,C20361,Delhi,Mumbai,1400,20FT,8.22,4.46,Pharma,3.61,17,18,0.18,1.0,1.0,4.38,0.995,0.056,0.047,0.8,4052,1
T10362,C20362,Bengaluru,Chennai,350,LCV,3.5,0.93,Textiles,0.41,12,11,1.36,0.89,1.0,4.27,0.858,0.12,0.001,1.11,193,1
T10363,C20363,Delhi,Bengaluru,2150,40FT,24.79,8.12,Furniture,2.21,21,19,1.64,0.959,1.0,3.93,0.849,0.016,0.028,0.92,4384,1
T10364,C20364,Delhi,Kolkata,1500,17FT,7.53,2.77,FMCG,0.82,14,12,2.68,0.815,1.0,4.54,0.776,0.175,0.024,0.97,1197,0
T10365,C20365,Mumbai,Bengaluru,980,40FT,21.57,9.46,Industrial Goods,2.58,4,6,2.14,1.0,1.0,4.72,0.96,0.086,0.057,0.88,2216,1
T10366,C20366,Jaipur,Delhi,280,LCV,2.08,1.41,Electronics,1.1,15,11,5.28,0.914,1.0,4.0,0.871,0.094,0.01,1.06,326,0
T10367,C20367,Bhubaneswar,Kolkata,440,Tata 407,3.46,0.75,Electronics,0.23,4,4,0.35,1.0,1.0,4.34,0.843,0.119,0.025,1.09,240,0
T10368,C20368,Delhi,Lucknow,550,17FT,5.56,1.42,Auto Parts,0.82,16,19,2.64,0.804,1.0,3.27,0.873,0.055,0.015,1.03,460,0
T10369,C20369,Pune,Mumbai,150,17FT,5.84,2.95,Furniture,2.81,10,12,1.97,0.892,1.0,4.0,0.965,0.084,0.047,1.0,422,1
T10370,C20370,Bhubaneswar,Kolkata,440,32FT,16.88,7.28,Auto Parts,3.0,15,16,1.61,1.0,1.0,4.8,0.938,0.052,0.022,1.19,1569,1
T10371,C20371,Bengaluru,Hyderabad,570,20FT,7.52,2.54,Textiles,0.34,5,3,2.53,0.876,1.0,3.85,0.908,0.085,0.037,0.84,240,1
T10372,C20372,Mumbai,Bengaluru,980,20FT,7.97,2.55,FMCG,2.53,1,0,1.0,0.929,1.0,4.12,0.995,0.026,0.035,1.19,2936,1
T10373,C20373,Bhubaneswar,Kolkata,440,32FT,16.29,5.11,Textiles,4.07,16,13,3.02,0.87,1.0,3.47,0.945,0.049,0.018,0.83,1489,1
T10374,C20374,Pune,Mumbai,150,40FT,21.24,11.14,Industrial Goods,4.3,4,3,0.58,0.888,1.0,4.53,0.792,0.043,0.012,0.64,411,1
T10375,C20375,Ahmedabad,Mumbai,530,20FT,8.73,3.54,Industrial Goods,3.22,21,23,1.64,0.832,1.0,4.42,0.881,0.062,0.006,0.72,1230,0
T10376,C20376,Pune,Mumbai,150,LCV,2.02,1.17,Pharma,0.93,8,6,1.44,0.823,1.0,4.8,0.891,0.016,0.031,1.12,156,1
T10377,C20377,Bengaluru,Delhi,2150,17FT,6.08,3.02,Industrial Goods,1.78,2,1,1.87,0.903,1.0,4.4,0.967,0.02,0.025,0.86,3287,1
T10378,C20378,Mumbai,Delhi,1400,20FT,9.15,5.32,Textiles,0.82,18,14,4.02,0.953,1.0,4.28,0.831,0.086,0.009,0.82,943,1
T10379,C20379,Delhi,Lucknow,550,40FT,21.02,15.24,E-commerce Parcels,2.9,13,7,7.04,0.782,1.0,5.0,0.95,0.081,0.003,1.33,2125,0
T10380,C20380,Hyderabad,Bengaluru,570,40FT,21.69,11.49,Industrial Goods,5.33,12,8,3.9,0.963,1.0,4.89,0.689,0.014,0.067,1.2,3643,0
T10381,C20381,Delhi,Lucknow,550,Tata 407,4.04,0.84,Textiles,0.81,14,11,4.27,0.912,1.0,4.68,0.874,0.038,0.024,1.03,459,0
T10382,C20382,Kolkata,Bhubaneswar,440,Tata 407,3.6,1.18,FMCG,0.78,17,17,0.0,1.0,1.0,4.29,0.945,0.02,0.009,0.95,325,1
T10383,C20383,Kolkata,Bhubaneswar,440,32FT,14.43,1.61,FMCG,0.78,16,15,1.23,0.923,1.0,3.89,0.897,0.063,0.013,1.18,406,0
T10384,C20384,Lucknow,Delhi,550,20FT,8.63,1.87,Electronics,0.88,22,16,5.84,0.905,1.0,4.02,0.806,0.01,0.023,0.99,479,0
T10385,C20385,Bengaluru,Chennai,350,17FT,5.31,3.56,Textiles,2.57,15,23,7.24,1.0,1.0,4.13,0.995,0.034,0.114,1.03,929,1
T10386,C20386,Bengaluru,Hyderabad,570,Tata 407,4.86,0.76,Industrial Goods,0.35,4,0,3.55,0.915,1.0,3.6,0.834,0.057,0.01,0.84,240,0
T10387,C20387,Delhi,Jaipur,280,Tata 407,4.16,1.08,Pharma,1.06,13,12,0.0,0.888,1.0,4.26,0.747,0.008,0.023,0.95,280,1
T10388,C20388,Lucknow,Delhi,550,17FT,5.37,2.29,Pharma,0.74,6,6,0.0,0.896,1.0,3.57,0.964,0.054,0.057,1.1,447,1
T10389,C20389,Hyderabad,Bengaluru,570,LCV,2.4,0.86,E-commerce Parcels,0.96,8,7,1.8,0.904,0.899,4.37,0.995,0.099,0.044,0.45,245,1
T10390,C20390,Ahmedabad,Mumbai,530,40FT,19.7,11.95,E-commerce Parcels,5.35,22,22,0.0,0.836,1.0,4.31,0.995,0.018,0.057,0.76,2166,0
T10391,C20391,Mumbai,Pune,150,17FT,6.08,0.63,Auto Parts,0.22,5,4,1.62,0.937,1.0,4.44,0.769,0.047,0.035,1.09,82,0
T10392,C20392,Delhi,Bengaluru,2150,40FT,20.64,11.34,Auto Parts,2.77,18,12,6.85,1.0,1.0,4.04,0.725,0.064,0.006,0.74,4423,0
T10393,C20393,Jaipur,Delhi,280,LCV,2.72,1.38,Furniture,1.04,15,17,2.38,0.83,1.0,3.99,0.995,0.114,0.038,0.89,258,0
T10394,C20394,Chennai,Hyderabad,630,20FT,9.21,4.48,Furniture,1.48,10,13,2.61,1.0,1.0,4.78,0.898,0.055,0.033,1.19,1114,1
T10395,C20395,Bhubaneswar,Kolkata,440,17FT,5.41,3.1,FMCG,0.69,6,6,0.0,0.889,1.0,4.04,0.933,0.056,0.009,1.45,443,1
T10396,C20396,Jaipur,Delhi,280,Tata 407,4.39,2.04,Industrial Goods,0.22,22,22,0.0,1.0,1.0,4.5,0.81,0.041,0.048,1.07,149,1
T10397,C20397,Hyderabad,Chennai,630,17FT,7.99,3.7,FMCG,4.04,8,4,4.63,0.886,0.916,3.7,0.802,0.107,0.031,0.95,2415,0
T10398,C20398,Kolkata,Bhubaneswar,440,32FT,15.22,6.4,Textiles,4.23,5,7,1.91,0.918,1.0,4.34,0.923,0.045,0.041,0.96,1780,1
T10399,C20399,Bhubaneswar,Kolkata,440,40FT,21.16,11.84,Textiles,6.79,7,8,1.66,0.875,1.0,5.0,0.885,0.086,0.037,1.05,3126,0
T10400,C20400,Mumbai,Bengaluru,980,32FT,17.67,1.79,Textiles,1.15,15,15,0.6,0.971,1.0,4.26,0.803,0.083,0.056,1.03,1167,0
T10401,C20401,Ahmedabad,Mumbai,530,20FT,8.92,5.76,E-commerce Parcels,1.73,10,9,1.67,0.824,1.0,3.89,0.916,0.063,0.054,0.69,637,1
T10402,C20402,Bhubaneswar,Kolkata,440,Tata 407,3.34,2.21,Electronics,1.81,20,23,2.42,0.922,1.0,4.38,0.885,0.016,0.003,0.98,779,0
T10403,C20403,Pune,Mumbai,150,32FT,14.75,6.94,E-commerce Parcels,5.69,14,10,3.83,0.978,1.0,4.53,0.885,0.052,0.024,1.43,1222,1
T10404,C20404,Mumbai,Ahmedabad,530,40FT,21.22,7.64,Auto Parts,6.84,13,13,1.34,0.972,1.0,4.43,0.831,0.002,0.007,1.27,4590,0
T10405,C20405,Pune,Mumbai,150,32FT,16.76,6.5,Auto Parts,4.69,14,12,1.35,1.0,1.0,4.02,0.729,0.023,0.008,1.08,759,1
T10406,C20406,Hyderabad,Bengaluru,570,40FT,20.51,13.14,E-commerce Parcels,3.03,7,9,1.75,1.0,1.0,5.0,0.97,0.012,0.036,0.92,1584,1
T10407,C20407,Mumbai,Delhi,1400,17FT,7.59,2.68,FMCG,2.83,11,14,1.44,1.0,0.949,4.36,0.995,0.075,0.042,1.15,4530,0
T10408,C20408,Mumbai,Ahmedabad,530,Tata 407,4.98,1.99,Textiles,1.15,5,6,1.75,0.903,1.0,4.8,0.826,0.03,0.041,0.96,587,0
T10409,C20409,Delhi,Mumbai,1400,40FT,20.08,3.59,Electronics,2.29,23,23,0.0,1.0,1.0,4.1,0.891,0.01,0.034,0.9,2904,0
T10410,C20410,Mumbai,Bengaluru,980,32FT,15.6,6.28,Furniture,5.16,14,12,0.93,0.781,1.0,4.42,0.788,0.017,0.065,0.7,3539,0
T10411,C20411,Delhi,Bengaluru,2150,LCV,2.95,0.32,FMCG,0.2,5,8,2.3,0.953,1.0,3.93,0.912,0.036,0.06,0.57,608,1
T10412,C20412,Chennai,Bengaluru,350,40FT,23.62,12.82,Textiles,5.1,19,20,0.57,1.0,1.0,4.62,0.98,0.029,0.001,1.12,1995,1
T10413,C20413,Kolkata,Delhi,1500,17FT,5.59,2.89,Textiles,0.89,0,1,1.03,0.942,1.0,4.33,0.982,0.109,0.021,0.9,1199,0
T10414,C20414,Jaipur,Ahmedabad,670,17FT,5.69,2.43,Furniture,1.72,23,23,0.0,0.957,1.0,3.83,0.802,0.055,0.059,0.63,723,1
T10415,C20415,Bengaluru,Chennai,350,32FT,14.96,8.68,Furniture,0.91,22,16,7.85,0.954,1.0,4.04,0.809,0.043,0.047,0.98,312,0
T10416,C20416,Hyderabad,Chennai,630,20FT,7.52,3.5,E-commerce Parcels,2.66,7,4,2.16,0.892,1.0,3.76,0.818,0.034,0.08,0.77,1298,1
T10417,C20417,Delhi,Bengaluru,2150,Tata 407,4.62,3.08,Pharma,3.31,10,10,0.0,0.908,0.929,4.01,0.872,0.11,0.044,1.32,9381,0
T10418,C20418,Mumbai,Bengaluru,980,32FT,15.67,6.22,Pharma,2.94,21,19,0.9,1.0,1.0,4.31,0.932,0.074,0.03,0.76,2194,1
T10419,C20419,Bengaluru,Chennai,350,Tata 407,4.57,1.09,FMCG,0.63,20,16,5.69,0.827,1.0,4.02,0.852,0.109,0.055,1.53,338,0
T10420,C20420,Mumbai,Ahmedabad,530,17FT,5.49,1.01,Electronics,0.53,10,8,1.69,0.868,1.0,4.38,0.924,0.107,0.004,1.05,293,0
T10421,C20421,Bengaluru,Mumbai,980,LCV,3.27,2.16,E-commerce Parcels,1.5,9,11,1.58,0.858,1.0,5.0,0.811,0.028,0.069,0.92,1344,1
T10422,C20422,Kolkata,Bhubaneswar,440,20FT,7.8,3.88,Electronics,1.45,23,23,0.0,0.935,1.0,4.61,0.844,0.148,0.012,1.21,768,0
T10423,C20423,Bengaluru,Chennai,350,40FT,19.45,6.35,Electronics,3.39,0,0,0.0,0.918,1.0,4.61,0.761,0.105,0.005,0.65,766,1
T10424,C20424,Bengaluru,Delhi,2150,32FT,16.98,9.95,FMCG,4.03,9,10,1.13,0.909,1.0,3.81,0.791,0.086,0.015,0.86,7466,1
T10425,C20425,Bengaluru,Chennai,350,32FT,17.45,9.28,Textiles,0.54,4,0,3.74,0.822,1.0,4.75,0.876,0.041,0.064,0.83,156,1
T10426,C20426,Ahmedabad,Mumbai,530,20FT,9.01,4.9,Textiles,1.18,8,13,3.3,0.889,1.0,5.0,0.807,0.048,0.014,0.96,599,0
T10427,C20427,Jaipur,Delhi,280,40FT,22.59,16.2,E-commerce Parcels,4.3,18,16,1.52,0.764,1.0,3.58,0.749,0.099,0.078,0.45,542,0
T10428,C20428,Pune,Mumbai,150,40FT,21.64,9.21,Auto Parts,3.82,21,19,1.42,0.836,1.0,5.0,0.833,0.088,0.068,0.9,519,0
T10429,C20429,Ahmedabad,Mumbai,530,LCV,3.04,1.4,FMCG,0.93,6,8,2.1,0.959,1.0,3.67,0.88,0.133,0.011,0.95,471,1
T10430,C20430,Jaipur,Ahmedabad,670,40FT,24.3,4.5,Textiles,5.05,1,2,0.68,0.895,0.891,4.47,0.868,0.005,0.056,1.52,5133,0
T10431,C20431,Jaipur,Ahmedabad,670,20FT,7.75,5.54,E-commerce Parcels,5.32,4,9,4.4,0.878,1.0,4.99,0.943,0.06,0.007,0.79,2814,0
T10432,C20432,Jaipur,Delhi,280,32FT,17.58,7.24,FMCG,1.15,18,13,5.52,0.816,1.0,4.69,0.633,0.032,0.044,0.85,275,1
T10433,C20433,Bhubaneswar,Kolkata,440,Tata 407,4.72,2.81,Industrial Goods,1.57,11,9,2.98,0.823,1.0,4.04,0.838,0.01,0.017,1.33,918,0
T10434,C20434,Delhi,Mumbai,1400,40FT,23.44,14.13,Pharma,4.72,13,12,2.38,0.964,1.0,4.03,0.957,0.002,0.012,1.11,7312,1
T10435,C20435,Delhi,Jaipur,280,Tata 407,4.24,2.24,Auto Parts,2.39,20,23,2.68,0.932,0.938,4.85,0.695,0.115,0.018,0.86,572,1
T10436,C20436,Bengaluru,Hyderabad,570,40FT,23.78,17.0,E-commerce Parcels,0.82,11,10,0.0,1.0,1.0,3.85,0.881,0.053,0.024,0.47,218,1
T10437,C20437,Delhi,Kolkata,1500,32FT,15.33,6.53,FMCG,7.43,4,1,4.49,0.937,0.879,4.44,0.836,0.124,0.045,0.97,10819,0
T10438,C20438,Mumbai,Bengaluru,980,32FT,17.75,5.26,Industrial Goods,1.05,16,16,0.8,0.87,1.0,4.15,0.774,0.009,0.018,0.81,834,0
T10439,C20439,Jaipur,Ahmedabad,670,LCV,2.29,0.68,Textiles,0.61,22,23,1.29,0.795,1.0,4.56,0.956,0.064,0.06,1.15,468,1
T10440,C20440,Delhi,Mumbai,1400,40FT,23.96,4.97,FMCG,4.32,0,0,0.0,0.896,1.0,4.82,0.804,0.063,0.035,0.89,5376,1
T10441,C20441,Lucknow,Delhi,550,40FT,20.79,13.86,Pharma,7.35,22,21,1.24,1.0,1.0,4.56,0.987,0.016,0.056,0.88,3551,1
T10442,C20442,Ahmedabad,Mumbai,530,17FT,5.16,2.22,FMCG,0.45,1,7,5.45,0.837,1.0,4.67,0.928,0.025,0.011,1.23,327,0
T10443,C20443,Mumbai,Delhi,1400,20FT,9.99,4.72,Industrial Goods,4.55,11,12,0.59,0.904,1.0,4.56,0.871,0.125,0.005,0.91,5796,0
T10444,C20444,Mumbai,Bengaluru,980,Tata 407,3.91,1.05,Pharma,0.28,2,2,0.0,0.92,1.0,4.3,0.916,0.206,0.007,0.8,392,1
T10445,C20445,Lucknow,Delhi,550,Tata 407,4.31,0.63,Industrial Goods,0.52,4,8,3.73,0.914,1.0,3.99,0.912,0.015,0.053,1.17,336,1
T10446,C20446,Ahmedabad,Mumbai,530,17FT,6.22,2.79,FMCG,1.62,0,0,0.0,0.831,1.0,4.3,0.979,0.014,0.02,0.91,781,1
T10447,C20447,Mumbai,Pune,150,40FT,18.66,6.64,FMCG,2.17,1,0,1.36,0.902,1.0,4.79,0.942,0.077,0.024,0.93,303,1
T10448,C20448,Bengaluru,Chennai,350,40FT,22.29,2.04,FMCG,1.09,21,20,0.48,0.816,1.0,4.27,0.904,0.033,0.018,0.59,224,0
T10449,C20449,Pune,Mumbai,150,40FT,20.46,13.65,Pharma,3.48,16,18,2.71,0.994,1.0,3.89,0.769,0.012,0.031,0.78,406,0
T10450,C20450,Kolkata,Bhubaneswar,440,40FT,19.83,5.42,Textiles,1.18,14,12,3.29,0.818,1.0,3.65,0.814,0.105,0.003,0.9,470,0
T10451,C20451,Delhi,Bengaluru,2150,LCV,3.77,0.43,Electronics,0.38,15,13,1.7,0.965,1.0,4.37,0.941,0.027,0.071,1.06,1145,1
T10452,C20452,Hyderabad,Chennai,630,20FT,8.08,5.2,E-commerce Parcels,1.49,23,23,0.28,0.895,1.0,4.41,0.957,0.057,0.034,0.81,761,0
T10453,C20453,Ahmedabad,Jaipur,670,Tata 407,4.42,2.16,Pharma,2.47,18,20,2.06,0.838,0.874,4.55,0.652,0.105,0.034,0.73,1207,0
T10454,C20454,Hyderabad,Bengaluru,570,20FT,7.06,3.71,Electronics,1.52,2,3,0.76,1.0,1.0,4.3,0.874,0.04,0.034,0.89,773,1
T10455,C20455,Lucknow,Delhi,550,LCV,3.05,2.14,Pharma,0.3,23,23,0.02,1.0,1.0,5.0,0.914,0.088,0.007,1.14,313,1
T10456,C20456,Bengaluru,Hyderabad,570,40FT,22.39,7.31,Furniture,6.08,9,8,2.49,0.921,1.0,4.66,0.888,0.012,0.021,0.96,3317,1
T10457,C20457,Bhubaneswar,Kolkata,440,17FT,5.11,1.14,FMCG,0.71,21,23,2.49,0.898,1.0,4.27,0.737,0.029,0.021,1.31,409,0
T10458,C20458,Delhi,Jaipur,280,LCV,2.48,0.45,E-commerce Parcels,0.51,4,4,0.0,0.925,0.885,4.73,0.943,0.104,0.006,0.86,124,1
T10459,C20459,Bengaluru,Delhi,2150,20FT,8.56,1.22,Pharma,0.3,11,10,0.51,1.0,1.0,4.66,0.7,0.01,0.068,0.75,806,0
T10460,C20460,Kolkata,Delhi,1500,LCV,3.38,1.33,Textiles,0.58,18,19,1.97,0.91,1.0,4.48,0.805,0.033,0.074,1.02,876,0
T10461,C20461,Bengaluru,Chennai,350,Tata 407,4.9,3.39,Pharma,3.13,19,20,0.97,0.81,1.0,4.16,0.929,0.101,0.046,1.12,1229,0
T10462,C20462,Bengaluru,Hyderabad,570,40FT,20.73,2.96,Auto Parts,3.15,8,10,1.43,0.859,0.939,3.96,0.916,0.03,0.04,1.28,2296,1
T10463,C20463,Jaipur,Ahmedabad,670,40FT,19.52,13.93,Auto Parts,5.35,9,7,2.32,0.912,1.0,4.19,0.772,0.064,0.073,0.96,3437,0
T10464,C20464,Chennai,Bengaluru,350,LCV,2.5,0.55,Electronics,0.55,23,23,0.3,0.974,1.0,4.57,0.995,0.069,0.027,0.7,135,1
T10465,C20465,Ahmedabad,Jaipur,670,LCV,2.85,0.84,FMCG,0.66,4,8,6.6,1.0,1.0,4.48,0.956,0.027,0.006,1.08,482,0
T10466,C20466,Kolkata,Delhi,1500,40FT,19.42,13.18,Textiles,3.23,11,10,0.0,0.864,1.0,3.85,0.887,0.042,0.023,1.29,6252,1
T10467,C20467,Bengaluru,Hyderabad,570,40FT,20.15,12.4,Pharma,1.22,7,3,3.69,0.971,1.0,4.81,0.952,0.037,0.041,0.85,589,1
T10468,C20468,Delhi,Bengaluru,2150,40FT,19.72,12.44,Industrial Goods,2.04,12,10,1.88,0.886,1.0,3.95,0.807,0.228,0.038,0.75,3300,0
T10469,C20469,Lucknow,Delhi,550,20FT,9.07,1.24,Industrial Goods,1.19,20,23,3.58,0.747,1.0,3.74,0.582,0.077,0.073,0.8,524,0
T10470,C20470,Mumbai,Delhi,1400,20FT,7.27,4.99,Textiles,5.17,17,16,1.55,1.0,0.965,4.55,0.952,0.04,0.006,1.28,9237,1
T10471,C20471,Bengaluru,Chennai,350,40FT,20.24,5.35,Electronics,5.24,15,9,5.63,1.0,1.0,4.33,0.93,0.025,0.022,0.94,1714,1
T10472,C20472,Jaipur,Ahmedabad,670,40FT,23.03,4.68,Industrial Goods,3.68,14,13,1.78,0.694,1.0,3.76,0.801,0.066,0.009,1.15,2836,0
T10473,C20473,Chennai,Hyderabad,630,Tata 407,3.8,1.63,Pharma,1.17,6,1,3.63,1.0,1.0,3.94,0.907,0.055,0.01,0.88,649,1
T10474,C20474,Kolkata,Bhubaneswar,440,32FT,16.17,3.01,Industrial Goods,3.3,3,0,1.81,0.824,0.913,5.0,0.9,0.054,0.037,0.72,1040,1
T10475,C20475,Hyderabad,Bengaluru,570,20FT,8.01,3.2,Industrial Goods,2.27,3,4,0.97,0.917,1.0,3.89,0.912,0.068,0.021,1.0,1291,1
T10476,C20476,Delhi,Mumbai,1400,Tata 407,3.77,1.01,E-commerce Parcels,0.94,15,17,2.57,0.845,1.0,4.46,0.974,0.092,0.018,1.04,1360,1
T10477,C20477,Bhubaneswar,Kolkata,440,Tata 407,3.62,2.34,Industrial Goods,1.13,13,11,1.88,0.955,1.0,4.18,0.622,0.022,0.047,0.56,276,0
