cargo_id,origin,destination,distance_km,cargo_type,cargo_weight_tons,pickup_hour,urgency
C23625,Bengaluru,Hyderabad,570,Auto Parts,1.64,1,normal
C23626,Bhubaneswar,Kolkata,440,Pharma,5.48,7,normal
C23627,Delhi,Kolkata,1500,Auto Parts,1.25,7,same_day
C23628,Mumbai,Delhi,1400,Electronics,1.57,3,normal
C23629,Delhi,Lucknow,550,Industrial Goods,1.1,22,normal
C23630,Kolkata,Bhubaneswar,440,E-commerce Parcels,1.14,20,normal
C23631,Mumbai,Pune,150,FMCG,0.54,10,same_day
C23632,Delhi,Jaipur,280,Pharma,1.05,23,normal
C23633,Mumbai,Bengaluru,980,Electronics,1.62,11,normal
C23634,Delhi,Kolkata,1500,Industrial Goods,1.57,19,normal
C23635,Bengaluru,Chennai,350,E-commerce Parcels,0.5,18,normal
C23636,Mumbai,Bengaluru,980,Auto Parts,0.35,4,normal
C23637,Bengaluru,Delhi,2150,Furniture,1.7,5,normal
C23638,Jaipur,Ahmedabad,670,Textiles,0.33,11,normal
C23639,Pune,Mumbai,150,Pharma,1.48,10,normal
C23640,Delhi,Bengaluru,2150,Electronics,1.59,3,normal
C23641,Mumbai,Bengaluru,980,Pharma,3.13,12,normal
C23642,Bhubaneswar,Kolkata,440,Pharma,1.64,23,normal
C23643,Lucknow,Delhi,550,E-commerce Parcels,1.04,16,same_day
C23644,Jaipur,Delhi,280,E-commerce Parcels,6.4,2,normal
C23645,Jaipur,Delhi,280,E-commerce Parcels,4.47,18,urgent
C23646,Bengaluru,Mumbai,980,Pharma,0.44,3,normal
C23647,Pune,Mumbai,150,Textiles,4.11,10,normal
C23648,Mumbai,Pune,150,Pharma,1.46,11,normal
C23649,Mumbai,Delhi,1400,Industrial Goods,6.24,0,normal
C23650,Chennai,Bengaluru,350,Auto Parts,0.2,7,normal
C23651,Bengaluru,Chennai,350,Pharma,0.93,21,same_day
C23652,Hyderabad,Bengaluru,570,FMCG,1.87,21,normal
C23653,Mumbai,Ahmedabad,530,FMCG,1.88,17,normal
C23654,Pune,Mumbai,150,FMCG,0.98,8,normal
C23655,Bengaluru,Hyderabad,570,Textiles,2.95,1,normal
C23656,Delhi,Jaipur,280,Textiles,7.98,8,normal
C23657,Delhi,Lucknow,550,E-commerce Parcels,0.53,3,normal
C23658,Lucknow,Delhi,550,Textiles,6.5,7,same_day
C23659,Bengaluru,Hyderabad,570,Pharma,3.0,22,normal
C23660,Kolkata,Delhi,1500,Pharma,4.22,18,normal
C23661,Ahmedabad,Mumbai,530,Furniture,5.3,17,normal
C23662,Delhi,Kolkata,1500,Textiles,1.32,13,normal
C23663,Delhi,Jaipur,280,E-commerce Parcels,2.89,18,same_day
C23664,Bengaluru,Delhi,2150,Industrial Goods,1.99,4,normal
C23665,Delhi,Jaipur,280,Textiles,0.6,20,normal
C23666,Jaipur,Ahmedabad,670,E-commerce Parcels,4.19,20,normal
C23667,Chennai,Hyderabad,630,Furniture,4.56,13,normal
C23668,Bengaluru,Hyderabad,570,Auto Parts,2.75,21,normal
C23669,Ahmedabad,Mumbai,530,Industrial Goods,7.84,21,normal
C23670,Hyderabad,Bengaluru,570,Industrial Goods,1.38,19,normal
C23671,Delhi,Lucknow,550,Auto Parts,0.43,12,same_day
C23672,Hyderabad,Chennai,630,Auto Parts,1.87,0,normal
C23673,Delhi,Jaipur,280,Pharma,0.54,14,normal
C23674,Lucknow,Delhi,550,Textiles,4.08,5,urgent
C23675,Kolkata,Bhubaneswar,440,Textiles,7.34,3,same_day
C23676,Kolkata,Bhubaneswar,440,Pharma,5.35,18,normal
C23677,Ahmedabad,Jaipur,670,Industrial Goods,0.6,21,normal
C23678,Delhi,Jaipur,280,Pharma,1.1,11,normal
C23679,Lucknow,Delhi,550,FMCG,3.98,9,normal
C23680,Mumbai,Pune,150,Textiles,1.77,15,normal
C23681,Chennai,Bengaluru,350,Auto Parts,0.98,19,normal
C23682,Delhi,Lucknow,550,Pharma,1.91,10,normal
C23683,Mumbai,Pune,150,Electronics,4.86,20,urgent
C23684,Delhi,Lucknow,550,FMCG,2.06,13,normal
C23685,Mumbai,Pune,150,Electronics,0.43,15,normal
C23686,Hyderabad,Bengaluru,570,Electronics,2.79,18,same_day
C23687,Ahmedabad,Mumbai,530,Furniture,3.06,15,normal
C23688,Bengaluru,Hyderabad,570,FMCG,0.47,16,normal
C23689,Bhubaneswar,Kolkata,440,Textiles,1.18,2,same_day
C23690,Lucknow,Delhi,550,Industrial Goods,0.34,13,normal
C23691,Delhi,Kolkata,1500,Pharma,0.84,4,same_day
C23692,Kolkata,Delhi,1500,Pharma,0.28,23,normal
C23693,Ahmedabad,Mumbai,530,FMCG,0.61,14,normal
C23694,Bengaluru,Delhi,2150,Auto Parts,4.58,13,normal
C23695,Ahmedabad,Mumbai,530,Auto Parts,0.69,18,normal
C23696,Bengaluru,Hyderabad,570,Textiles,2.32,13,same_day
C23697,Mumbai,Bengaluru,980,Industrial Goods,1.09,2,same_day
C23698,Delhi,Kolkata,1500,Textiles,2.57,1,normal
C23699,Bengaluru,Mumbai,980,Auto Parts,2.85,20,same_day
C23700,Delhi,Jaipur,280,Textiles,0.25,12,normal
C23701,Delhi,Lucknow,550,Electronics,2.56,4,normal
C23702,Delhi,Bengaluru,2150,Furniture,3.48,7,same_day
C23703,Chennai,Hyderabad,630,Pharma,1.15,20,normal
C23704,Bengaluru,Mumbai,980,FMCG,3.44,9,normal
C23705,Bengaluru,Delhi,2150,Auto Parts,1.56,22,normal
C23706,Delhi,Jaipur,280,Electronics,7.22,2,same_day
C23707,Bengaluru,Delhi,2150,Industrial Goods,1.48,2,normal
C23708,Bengaluru,Delhi,2150,Furniture,0.49,20,normal
C23709,Bengaluru,Mumbai,980,Furniture,1.1,4,same_day
C23710,Bengaluru,Mumbai,980,Auto Parts,5.96,11,normal
C23711,Delhi,Jaipur,280,Furniture,1.62,11,normal
C23712,Mumbai,Delhi,1400,Textiles,1.6,20,normal
C23713,Delhi,Kolkata,1500,Pharma,0.39,19,normal
C23714,Mumbai,Ahmedabad,530,Industrial Goods,7.7,0,normal
C23715,Mumbai,Delhi,1400,Pharma,1.17,15,normal
C23716,Bengaluru,Delhi,2150,E-commerce Parcels,1.63,20,urgent
C23717,Kolkata,Delhi,1500,Pharma,0.38,20,normal
C23718,Ahmedabad,Mumbai,530,Furniture,1.23,15,normal
C23719,Kolkata,Delhi,1500,Industrial Goods,4.36,19,normal
C23720,Chennai,Bengaluru,350,Textiles,1.12,23,normal
C23721,Chennai,Bengaluru,350,Pharma,0.41,19,normal
C23722,Delhi,Bengaluru,2150,Auto Parts,0.68,1,normal
C23723,Chennai,Hyderabad,630,Industrial Goods,1.47,15,normal
C23724,Delhi,Lucknow,550,E-commerce Parcels,7.07,4,normal
C23725,Ahmedabad,Jaipur,670,Textiles,1.76,21,normal
C23726,Jaipur,Delhi,280,E-commerce Parcels,0.55,14,normal
C23727,Delhi,Mumbai,1400,Electronics,0.63,23,same_day
C23728,Bengaluru,Hyderabad,570,Pharma,1.95,19,same_day
C23729,Bengaluru,Hyderabad,570,Auto Parts,0.53,14,normal
C23730,Delhi,Bengaluru,2150,Auto Parts,6.37,3,same_day
C23731,Mumbai,Delhi,1400,Textiles,0.99,7,normal
C23732,Bengaluru,Mumbai,980,Electronics,1.82,10,normal
C23733,Delhi,Kolkata,1500,FMCG,0.22,0,normal
C23734,Ahmedabad,Jaipur,670,Furniture,0.57,21,same_day
C23735,Delhi,Lucknow,550,Textiles,6.82,2,normal
C23736,Hyderabad,Bengaluru,570,E-commerce Parcels,3.31,16,normal
C23737,Kolkata,Bhubaneswar,440,FMCG,3.15,21,normal
C23738,Bengaluru,Mumbai,980,Textiles,1.77,8,normal
C23739,Bengaluru,Delhi,2150,E-commerce Parcels,1.08,5,urgent
C23740,Kolkata,Bhubaneswar,440,Electronics,6.85,6,normal
C23741,Delhi,Mumbai,1400,Auto Parts,0.46,14,normal
C23742,Mumbai,Delhi,1400,Industrial Goods,3.9,2,normal
C23743,Bhubaneswar,Kolkata,440,Furniture,1.21,15,same_day
C23744,Mumbai,Pune,150,Electronics,2.89,16,normal
C23745,Bhubaneswar,Kolkata,440,Electronics,3.47,1,normal
C23746,Jaipur,Delhi,280,Industrial Goods,0.94,14,normal
C23747,Chennai,Bengaluru,350,FMCG,0.66,1,normal
C23748,Kolkata,Bhubaneswar,440,FMCG,1.99,18,same_day
C23749,Hyderabad,Chennai,630,E-commerce Parcels,1.16,4,normal
C23750,Delhi,Kolkata,1500,Industrial Goods,0.88,22,normal
C23751,Chennai,Hyderabad,630,Pharma,0.28,23,normal
C23752,Bhubaneswar,Kolkata,440,Furniture,2.16,16,normal
C23753,Ahmedabad,Mumbai,530,Pharma,0.23,2,normal
C23754,Hyderabad,Bengaluru,570,Textiles,0.81,18,normal
C23755,Delhi,Kolkata,1500,Electronics,0.81,14,urgent
C23756,Mumbai,Ahmedabad,530,FMCG,2.19,15,normal
C23757,Delhi,Kolkata,1500,Industrial Goods,7.51,0,normal
C23758,Bengaluru,Hyderabad,570,Furniture,0.23,2,normal
C23759,Mumbai,Pune,150,Industrial Goods,3.25,15,normal
C23760,Jaipur,Delhi,280,Furniture,1.15,3,urgent
C23761,Jaipur,Ahmedabad,670,E-commerce Parcels,0.28,23,normal
C23762,Delhi,Mumbai,1400,E-commerce Parcels,3.17,12,normal
C23763,Mumbai,Pune,150,E-commerce Parcels,2.31,21,normal
C23764,Chennai,Hyderabad,630,Electronics,1.37,10,normal
C23765,Bhubaneswar,Kolkata,440,FMCG,1.15,0,normal
C23766,Bengaluru,Hyderabad,570,Pharma,3.35,11,normal
C23767,Mumbai,Bengaluru,980,Industrial Goods,0.54,8,normal
C23768,Delhi,Lucknow,550,Furniture,1.05,3,normal
C23769,Bhubaneswar,Kolkata,440,Pharma,1.11,13,normal
C23770,Bengaluru,Mumbai,980,Textiles,0.25,20,normal
C23771,Mumbai,Bengaluru,980,Furniture,1.37,3,normal
C23772,Pune,Mumbai,150,Textiles,1.08,19,same_day
C23773,Pune,Mumbai,150,Industrial Goods,0.42,8,normal
C23774,Kolkata,Delhi,1500,FMCG,0.73,5,normal
C23775,Delhi,Jaipur,280,E-commerce Parcels,2.5,21,normal
C23776,Delhi,Bengaluru,2150,FMCG,2.12,0,normal
C23777,Kolkata,Delhi,1500,Auto Parts,1.63,18,normal
C23778,Bengaluru,Delhi,2150,Furniture,2.8,21,same_day
C23779,Mumbai,Ahmedabad,530,Auto Parts,0.74,16,normal
C23780,Bengaluru,Hyderabad,570,Industrial Goods,1.05,9,normal
C23781,Pune,Mumbai,150,Industrial Goods,1.55,0,normal
C23782,Mumbai,Bengaluru,980,E-commerce Parcels,1.2,13,normal
C23783,Mumbai,Pune,150,Industrial Goods,0.22,3,same_day
C23784,Delhi,Kolkata,1500,Pharma,1.5,13,urgent
C23785,Kolkata,Bhubaneswar,440,E-commerce Parcels,0.76,5,normal
C23786,Mumbai,Pune,150,Furniture,1.88,21,normal
C23787,Bhubaneswar,Kolkata,440,Pharma,1.1,23,normal
C23788,Jaipur,Delhi,280,Electronics,2.48,11,normal
C23789,Hyderabad,Chennai,630,Industrial Goods,4.24,8,normal
C23790,Bengaluru,Chennai,350,E-commerce Parcels,0.76,12,same_day
C23791,Delhi,Jaipur,280,Furniture,0.63,12,same_day
C23792,Pune,Mumbai,150,FMCG,1.13,5,urgent
C23793,Delhi,Jaipur,280,FMCG,1.85,10,same_day
C23794,Mumbai,Delhi,1400,Pharma,0.8,12,normal
C23795,Mumbai,Bengaluru,980,Furniture,0.27,6,normal
C23796,Chennai,Bengaluru,350,FMCG,1.19,18,normal
C23797,Bengaluru,Chennai,350,Electronics,1.12,10,normal
C23798,Delhi,Jaipur,280,Textiles,0.31,22,normal
C23799,Chennai,Hyderabad,630,Textiles,1.07,18,same_day
C23800,Pune,Mumbai,150,Auto Parts,1.65,15,normal
C23801,Mumbai,Delhi,1400,FMCG,1.81,8,normal
C23802,Delhi,Jaipur,280,Auto Parts,0.65,17,same_day
C23803,Lucknow,Delhi,550,Industrial Goods,3.39,23,same_day
C23804,Jaipur,Ahmedabad,670,FMCG,1.2,17,normal
C23805,Delhi,Jaipur,280,E-commerce Parcels,1.08,15,normal
C23806,Jaipur,Ahmedabad,670,Auto Parts,3.21,5,normal
C23807,Delhi,Mumbai,1400,FMCG,1.67,15,same_day
C23808,Lucknow,Delhi,550,Furniture,0.63,0,normal
C23809,Kolkata,Delhi,1500,Electronics,3.59,0,urgent
C23810,Bengaluru,Delhi,2150,Furniture,1.69,19,normal
C23811,Delhi,Bengaluru,2150,Industrial Goods,5.78,15,normal
C23812,Ahmedabad,Jaipur,670,Textiles,0.94,8,normal
C23813,Delhi,Jaipur,280,Electronics,0.23,1,normal
C23814,Bengaluru,Delhi,2150,E-commerce Parcels,7.33,0,normal
C23815,Chennai,Hyderabad,630,Industrial Goods,0.81,1,normal
C23816,Bengaluru,Hyderabad,570,Industrial Goods,7.7,20,normal
C23817,Kolkata,Bhubaneswar,440,Electronics,2.61,5,normal
C23818,Jaipur,Delhi,280,E-commerce Parcels,1.62,21,normal
C23819,Chennai,Bengaluru,350,Electronics,0.39,19,same_day
C23820,Ahmedabad,Jaipur,670,Textiles,0.31,15,same_day
C23821,Delhi,Bengaluru,2150,Textiles,3.69,23,urgent
C23822,Delhi,Mumbai,1400,Furniture,3.64,9,same_day
C23823,Bengaluru,Hyderabad,570,Textiles,7.45,3,normal
C23824,Delhi,Bengaluru,2150,Textiles,0.24,21,normal
C23825,Delhi,Lucknow,550,Furniture,1.02,1,normal
C23826,Mumbai,Pune,150,Pharma,0.77,9,same_day
C23827,Bengaluru,Chennai,350,Furniture,0.82,16,normal
C23828,Lucknow,Delhi,550,Industrial Goods,2.08,6,same_day
C23829,Delhi,Lucknow,550,Electronics,3.58,6,normal
C23830,Delhi,Kolkata,1500,Pharma,0.45,0,urgent
C23831,Jaipur,Delhi,280,E-commerce Parcels,0.33,16,normal
C23832,Hyderabad,Bengaluru,570,Auto Parts,5.15,14,normal
C23833,Bhubaneswar,Kolkata,440,FMCG,2.69,2,same_day
C23834,Delhi,Bengaluru,2150,Auto Parts,0.67,17,same_day
C23835,Hyderabad,Chennai,630,Pharma,0.68,10,normal
C23836,Mumbai,Pune,150,Furniture,3.57,10,normal
C23837,Kolkata,Delhi,1500,Pharma,0.2,0,same_day
C23838,Bengaluru,Chennai,350,Pharma,7.09,5,normal
C23839,Bengaluru,Delhi,2150,Auto Parts,0.93,9,normal
C23840,Kolkata,Bhubaneswar,440,FMCG,1.78,12,normal
C23841,Chennai,Bengaluru,350,Pharma,1.22,10,normal
C23842,Delhi,Jaipur,280,FMCG,0.22,1,normal
C23843,Pune,Mumbai,150,Furniture,0.61,11,normal
C23844,Delhi,Jaipur,280,Pharma,3.88,10,normal
C23845,Hyderabad,Bengaluru,570,Textiles,1.82,17,normal
C23846,Kolkata,Bhubaneswar,440,Pharma,5.76,5,normal
C23847,Kolkata,Bhubaneswar,440,E-commerce Parcels,2.02,4,normal
C23848,Bhubaneswar,Kolkata,440,Electronics,0.64,13,same_day
C23849,Ahmedabad,Mumbai,530,Textiles,4.58,3,normal
C23850,Ahmedabad,Jaipur,670,Pharma,3.22,19,normal
C23851,Kolkata,Bhubaneswar,440,Industrial Goods,1.53,11,urgent
C23852,Bengaluru,Hyderabad,570,Industrial Goods,2.52,19,normal
C23853,Jaipur,Delhi,280,Textiles,1.15,12,normal
C23854,Pune,Mumbai,150,Pharma,0.74,1,normal
C23855,Chennai,Bengaluru,350,FMCG,1.88,14,normal
C23856,Bengaluru,Delhi,2150,Furniture,0.76,21,same_day
C23857,Hyderabad,Bengaluru,570,Furniture,1.98,19,urgent
C23858,Lucknow,Delhi,550,Textiles,1.92,1,normal
C23859,Delhi,Jaipur,280,Pharma,1.79,10,same_day
C23860,Delhi,Mumbai,1400,Textiles,0.65,2,normal
C23861,Chennai,Bengaluru,350,Industrial Goods,0.9,18,same_day
C23862,Jaipur,Delhi,280,E-commerce Parcels,0.62,2,urgent
C23863,Delhi,Bengaluru,2150,Pharma,4.15,1,urgent
C23864,Hyderabad,Chennai,630,Furniture,7.48,3,normal
C23865,Bengaluru,Chennai,350,Textiles,0.51,8,same_day
C23866,Ahmedabad,Mumbai,530,Auto Parts,0.55,5,normal
C23867,Jaipur,Ahmedabad,670,Industrial Goods,0.99,16,normal
C23868,Bengaluru,Delhi,2150,Auto Parts,0.36,6,same_day
C23869,Lucknow,Delhi,550,Furniture,0.59,7,normal
C23870,Bengaluru,Delhi,2150,Textiles,0.58,1,normal
C23871,Mumbai,Bengaluru,980,Pharma,4.19,14,same_day
C23872,Mumbai,Pune,150,Electronics,0.53,9,same_day
C23873,Kolkata,Delhi,1500,Pharma,1.86,13,normal
C23874,Bengaluru,Chennai,350,Furniture,0.62,17,normal
C23875,Bengaluru,Delhi,2150,Electronics,0.24,12,same_day
C23876,Delhi,Kolkata,1500,Textiles,2.3,15,normal
C23877,Bengaluru,Mumbai,980,Textiles,0.82,1,normal
C23878,Bengaluru,Hyderabad,570,Auto Parts,0.53,19,normal
C23879,Jaipur,Ahmedabad,670,E-commerce Parcels,0.21,22,normal
C23880,Jaipur,Delhi,280,Furniture,7.36,11,normal
C23881,Delhi,Kolkata,1500,Auto Parts,2.66,11,same_day
C23882,Bhubaneswar,Kolkata,440,Electronics,1.17,3,normal
C23883,Mumbai,Ahmedabad,530,Pharma,2.78,12,normal
C23884,Delhi,Bengaluru,2150,Furniture,2.72,1,normal
C23885,Bhubaneswar,Kolkata,440,Industrial Goods,1.33,16,normal
C23886,Jaipur,Delhi,280,Pharma,1.26,14,urgent
C23887,Delhi,Bengaluru,2150,E-commerce Parcels,2.08,14,normal
C23888,Jaipur,Delhi,280,Textiles,5.13,17,normal
C23889,Hyderabad,Bengaluru,570,Electronics,0.48,23,same_day
C23890,Delhi,Mumbai,1400,E-commerce Parcels,1.58,11,same_day
C23891,Mumbai,Delhi,1400,Electronics,7.77,6,normal
C23892,Bhubaneswar,Kolkata,440,Industrial Goods,0.21,1,normal
C23893,Delhi,Lucknow,550,Textiles,5.89,10,normal
C23894,Delhi,Jaipur,280,Textiles,1.28,0,urgent
C23895,Bhubaneswar,Kolkata,440,Auto Parts,3.2,19,same_day
C23896,Lucknow,Delhi,550,Pharma,1.28,7,normal
C23897,Bengaluru,Mumbai,980,Furniture,5.18,16,normal
C23898,Kolkata,Delhi,1500,Industrial Goods,1.27,8,normal
C23899,Mumbai,Bengaluru,980,Auto Parts,1.36,0,normal
C23900,Mumbai,Pune,150,FMCG,1.16,2,same_day
C23901,Bhubaneswar,Kolkata,440,FMCG,1.16,0,normal
C23902,Delhi,Lucknow,550,Pharma,1.7,2,normal
C23903,Jaipur,Delhi,280,FMCG,6.79,4,normal
C23904,Delhi,Bengaluru,2150,Furniture,0.8,14,normal
C23905,Ahmedabad,Mumbai,530,Pharma,0.37,8,same_day
C23906,Jaipur,Delhi,280,Electronics,5.33,20,same_day
C23907,Delhi,Jaipur,280,E-commerce Parcels,0.72,23,urgent
C23908,Mumbai,Pune,150,Furniture,0.77,2,normal
C23909,Mumbai,Ahmedabad,530,Pharma,5.97,13,normal
C23910,Chennai,Hyderabad,630,Textiles,2.91,20,normal
C23911,Mumbai,Ahmedabad,530,E-commerce Parcels,0.32,17,normal
C23912,Ahmedabad,Mumbai,530,E-commerce Parcels,1.92,0,normal
C23913,Pune,Mumbai,150,Pharma,1.02,12,normal
C23914,Bengaluru,Delhi,2150,Industrial Goods,0.84,16,normal
C23915,Bengaluru,Hyderabad,570,FMCG,0.44,20,normal
C23916,Kolkata,Delhi,1500,FMCG,1.18,21,normal
C23917,Mumbai,Ahmedabad,530,E-commerce Parcels,1.16,12,normal
C23918,Mumbai,Ahmedabad,530,Pharma,0.25,5,urgent
C23919,Delhi,Bengaluru,2150,Textiles,0.87,16,normal
C23920,Delhi,Jaipur,280,FMCG,2.07,0,normal
C23921,Bengaluru,Mumbai,980,Auto Parts,0.77,16,same_day
C23922,Mumbai,Ahmedabad,530,E-commerce Parcels,0.22,16,normal
C23923,Bengaluru,Delhi,2150,Pharma,1.33,0,normal
C23924,Delhi,Jaipur,280,Electronics,0.82,9,same_day
C23925,Mumbai,Ahmedabad,530,E-commerce Parcels,0.47,0,same_day
C23926,Pune,Mumbai,150,FMCG,2.37,0,same_day
C23927,Jaipur,Delhi,280,Auto Parts,4.26,5,normal
C23928,Bengaluru,Hyderabad,570,Industrial Goods,1.25,3,same_day
C23929,Jaipur,Delhi,280,E-commerce Parcels,0.77,12,normal
C23930,Jaipur,Delhi,280,Furniture,1.5,17,normal
C23931,Delhi,Mumbai,1400,Textiles,1.99,18,same_day
C23932,Kolkata,Bhubaneswar,440,Pharma,0.58,0,normal
C23933,Hyderabad,Chennai,630,Auto Parts,5.24,2,normal
C23934,Bengaluru,Mumbai,980,E-commerce Parcels,4.46,23,normal
C23935,Delhi,Jaipur,280,Furniture,0.48,8,same_day
C23936,Kolkata,Bhubaneswar,440,Furniture,1.85,8,normal
C23937,Delhi,Jaipur,280,Industrial Goods,0.6,8,normal
C23938,Ahmedabad,Mumbai,530,Electronics,0.53,16,same_day
C23939,Bengaluru,Mumbai,980,Furniture,0.34,23,same_day
C23940,Delhi,Bengaluru,2150,E-commerce Parcels,2.83,19,same_day
C23941,Delhi,Jaipur,280,Industrial Goods,0.21,23,normal
C23942,Mumbai,Pune,150,Pharma,2.4,4,normal
C23943,Pune,Mumbai,150,Furniture,2.15,4,normal
C23944,Delhi,Lucknow,550,FMCG,1.56,8,urgent
C23945,Delhi,Kolkata,1500,Auto Parts,3.7,5,normal
C23946,Pune,Mumbai,150,Pharma,0.48,10,normal
C23947,Delhi,Bengaluru,2150,Industrial Goods,0.66,4,normal
C23948,Delhi,Kolkata,1500,Industrial Goods,2.78,15,normal
C23949,Bengaluru,Chennai,350,Auto Parts,1.06,4,same_day
C23950,Kolkata,Delhi,1500,FMCG,5.74,6,normal
C23951,Ahmedabad,Jaipur,670,Electronics,0.34,23,normal
C23952,Delhi,Kolkata,1500,Textiles,1.41,23,same_day
C23953,Delhi,Kolkata,1500,Industrial Goods,3.74,23,normal
C23954,Kolkata,Bhubaneswar,440,E-commerce Parcels,1.94,11,same_day
C23955,Bengaluru,Chennai,350,Electronics,0.4,23,normal
C23956,Bengaluru,Chennai,350,FMCG,5.17,18,normal
C23957,Jaipur,Ahmedabad,670,Industrial Goods,1.75,21,normal
C23958,Hyderabad,Chennai,630,E-commerce Parcels,0.32,7,normal
C23959,Ahmedabad,Mumbai,530,Furniture,4.28,10,same_day
C23960,Delhi,Mumbai,1400,Electronics,1.48,13,normal
C23961,Bengaluru,Mumbai,980,Furniture,2.16,8,normal
C23962,Delhi,Mumbai,1400,Electronics,0.27,4,normal
C23963,Jaipur,Ahmedabad,670,Furniture,0.41,17,normal
C23964,Ahmedabad,Jaipur,670,FMCG,0.55,4,normal
C23965,Mumbai,Ahmedabad,530,Electronics,1.53,20,normal
C23966,Delhi,Lucknow,550,E-commerce Parcels,4.37,1,normal
C23967,Mumbai,Pune,150,Auto Parts,1.16,15,same_day
C23968,Chennai,Bengaluru,350,Textiles,1.03,20,normal
C23969,Mumbai,Delhi,1400,FMCG,0.62,6,normal
C23970,Kolkata,Delhi,1500,Electronics,1.01,12,normal
C23971,Mumbai,Bengaluru,980,FMCG,0.64,5,normal
C23972,Delhi,Kolkata,1500,Electronics,0.51,7,same_day
C23973,Mumbai,Pune,150,Auto Parts,2.38,9,same_day
C23974,Jaipur,Delhi,280,Auto Parts,1.73,9,normal
C23975,Delhi,Bengaluru,2150,E-commerce Parcels,2.34,12,urgent
C23976,Mumbai,Bengaluru,980,Electronics,5.64,9,same_day
C23977,Delhi,Mumbai,1400,FMCG,0.75,0,urgent
C23978,Lucknow,Delhi,550,Electronics,2.52,3,normal
C23979,Jaipur,Ahmedabad,670,Auto Parts,0.32,0,normal
C23980,Bengaluru,Chennai,350,Industrial Goods,4.45,14,normal
C23981,Bengaluru,Hyderabad,570,Furniture,0.74,4,normal
C23982,Bengaluru,Mumbai,980,Auto Parts,0.82,0,normal
C23983,Bengaluru,Hyderabad,570,Pharma,3.06,17,same_day
C23984,Mumbai,Bengaluru,980,Furniture,0.87,23,normal
C23985,Ahmedabad,Mumbai,530,Textiles,4.18,0,normal
C23986,Chennai,Hyderabad,630,Furniture,2.91,6,normal
C23987,Bhubaneswar,Kolkata,440,Textiles,1.52,8,same_day
C23988,Lucknow,Delhi,550,Industrial Goods,2.13,0,urgent
C23989,Jaipur,Delhi,280,Pharma,0.87,0,normal
C23990,Mumbai,Bengaluru,980,Electronics,0.63,22,normal
C23991,Delhi,Jaipur,280,Furniture,0.74,10,same_day
C23992,Mumbai,Ahmedabad,530,Industrial Goods,0.48,20,same_day
C23993,Chennai,Bengaluru,350,Electronics,0.76,0,normal
C23994,Bengaluru,Delhi,2150,Textiles,0.34,18,urgent
C23995,Jaipur,Ahmedabad,670,Pharma,0.38,14,normal
C23996,Delhi,Jaipur,280,E-commerce Parcels,6.25,18,normal
C23997,Bengaluru,Mumbai,980,Electronics,0.27,11,same_day
C23998,Bengaluru,Hyderabad,570,Textiles,7.36,0,normal
C23999,Bhubaneswar,Kolkata,440,Textiles,1.72,13,normal
C24000,Jaipur,Delhi,280,Textiles,0.76,3,normal
C24001,Lucknow,Delhi,550,Auto Parts,2.27,14,normal
C24002,Pune,Mumbai,150,Auto Parts,3.23,13,normal
C24003,Chennai,Bengaluru,350,Furniture,0.99,12,normal
C24004,Bhubaneswar,Kolkata,440,E-commerce Parcels,2.53,17,normal
C24005,Delhi,Kolkata,1500,E-commerce Parcels,0.72,16,same_day
C24006,Ahmedabad,Mumbai,530,Furniture,1.53,10,normal
C24007,Chennai,Bengaluru,350,Auto Parts,0.32,15,normal
C24008,Kolkata,Bhubaneswar,440,Industrial Goods,4.77,18,normal
C24009,Delhi,Kolkata,1500,E-commerce Parcels,0.21,7,normal
C24010,Kolkata,Delhi,1500,FMCG,0.25,4,normal
C24011,Mumbai,Pune,150,Textiles,2.93,3,normal
C24012,Lucknow,Delhi,550,Electronics,5.09,23,normal
C24013,Mumbai,Delhi,1400,Industrial Goods,0.88,0,normal
C24014,Delhi,Kolkata,1500,FMCG,5.13,2,normal
C24015,Kolkata,Delhi,1500,Industrial Goods,1.5,0,normal
C24016,Bengaluru,Chennai,350,Textiles,1.6,16,normal
C24017,Bengaluru,Mumbai,980,Pharma,0.39,12,normal
C24018,Delhi,Bengaluru,2150,Furniture,1.46,20,urgent
C24019,Mumbai,Pune,150,Industrial Goods,2.95,9,normal
C24020,Mumbai,Ahmedabad,530,Textiles,5.31,16,normal
C24021,Bhubaneswar,Kolkata,440,Textiles,2.94,13,normal
C24022,Bhubaneswar,Kolkata,440,Electronics,0.87,12,normal
C24023,Ahmedabad,Mumbai,530,Textiles,1.48,0,normal
C24024,Pune,Mumbai,150,Furniture,0.55,10,normal
C24025,Mumbai,Pune,150,E-commerce Parcels,0.49,19,normal
C24026,Chennai,Hyderabad,630,Industrial Goods,2.49,0,normal
C24027,Mumbai,Pune,150,FMCG,0.86,13,normal
C24028,Chennai,Bengaluru,350,E-commerce Parcels,2.17,20,normal
C24029,Mumbai,Pune,150,Textiles,4.52,19,normal
C24030,Delhi,Bengaluru,2150,E-commerce Parcels,0.53,6,same_day
C24031,Jaipur,Ahmedabad,670,E-commerce Parcels,1.28,11,normal
C24032,Delhi,Mumbai,1400,Furniture,1.67,12,normal
C24033,Chennai,Bengaluru,350,E-commerce Parcels,1.62,2,same_day
C24034,Bengaluru,Delhi,2150,E-commerce Parcels,1.54,2,same_day
C24035,Jaipur,Delhi,280,Electronics,2.32,23,normal
